experiment_id`tdataset_name`tmeta_seed`tbudget_k`tconfig_path`toutput_root`tgroup_name
r19_r23c_jobs_seed900_k20	jobs	900	20	configs/experiments/single_node_tuning_round19/round23_collection_repeat40/r19_r23c_jobs_seed900_k20.yaml	paper-new-round19/outputs/round23_collection_repeat40/jobs/seed900/k20	round19_round23_collection_repeat40
r19_r23c_jobs_seed900_k21	jobs	900	21	configs/experiments/single_node_tuning_round19/round23_collection_repeat40/r19_r23c_jobs_seed900_k21.yaml	paper-new-round19/outputs/round23_collection_repeat40/jobs/seed900/k21	round19_round23_collection_repeat40
r19_r23c_jobs_seed900_k22	jobs	900	22	configs/experiments/single_node_tuning_round19/round23_collection_repeat40/r19_r23c_jobs_seed900_k22.yaml	paper-new-round19/outputs/round23_collection_repeat40/jobs/seed900/k22	round19_round23_collection_repeat40
r19_r23c_jobs_seed1000_k18	jobs	1000	18	configs/experiments/single_node_tuning_round19/round23_collection_repeat40/r19_r23c_jobs_seed1000_k18.yaml	paper-new-round19/outputs/round23_collection_repeat40/jobs/seed1000/k18	round19_round23_collection_repeat40
r19_r23c_jobs_seed1000_k19	jobs	1000	19	configs/experiments/single_node_tuning_round19/round23_collection_repeat40/r19_r23c_jobs_seed1000_k19.yaml	paper-new-round19/outputs/round23_collection_repeat40/jobs/seed1000/k19	round19_round23_collection_repeat40
r19_r23c_jobs_seed1000_k20	jobs	1000	20	configs/experiments/single_node_tuning_round19/round23_collection_repeat40/r19_r23c_jobs_seed1000_k20.yaml	paper-new-round19/outputs/round23_collection_repeat40/jobs/seed1000/k20	round19_round23_collection_repeat40
r19_r23c_jobs_seed1000_k21	jobs	1000	21	configs/experiments/single_node_tuning_round19/round23_collection_repeat40/r19_r23c_jobs_seed1000_k21.yaml	paper-new-round19/outputs/round23_collection_repeat40/jobs/seed1000/k21	round19_round23_collection_repeat40
r19_r23c_jobs_seed1000_k22	jobs	1000	22	configs/experiments/single_node_tuning_round19/round23_collection_repeat40/r19_r23c_jobs_seed1000_k22.yaml	paper-new-round19/outputs/round23_collection_repeat40/jobs/seed1000/k22	round19_round23_collection_repeat40
r19_r23c_jobs_seed1024_k18	jobs	1024	18	configs/experiments/single_node_tuning_round19/round23_collection_repeat40/r19_r23c_jobs_seed1024_k18.yaml	paper-new-round19/outputs/round23_collection_repeat40/jobs/seed1024/k18	round19_round23_collection_repeat40
r19_r23c_jobs_seed1024_k19	jobs	1024	19	configs/experiments/single_node_tuning_round19/round23_collection_repeat40/r19_r23c_jobs_seed1024_k19.yaml	paper-new-round19/outputs/round23_collection_repeat40/jobs/seed1024/k19	round19_round23_collection_repeat40
